"COD","GINI","TX_HOMICIDIO","TX_SUICIDIO","EXPORTACAO_PERCAPITA","POUPANCA_PERCAPITA","ARRECADACAO_TOTAL_IMPOSTOS_PERCAPITA","DESP_CIENCIA_TEC_PERCAPITA","VALOR_TOTAL_BF_PERCAPITA","DESP_LEGISLATIVO_PERCAPITA","RECEITA_IPTU_PERCAPITA","COTA_PARTE_FPM_PERCAPITA","DESP_SAUDE_SANEAMENTO_PERCAPITA","OPERACOES_CREDITO_PERCAPITA"
2701100,0.42,20.83,0,NA,NA,15.8748716685214,NA,93.5731542226388,164.776458398417,0.191880662293033,2273.98368218265,1514.11107778819,NA
2701209,0.6,57.24,0,NA,NA,23.886132828561,NA,77.0059149017363,140.469713795077,0.231732493798893,2083.29186224003,1517.28573745468,NA
2701308,0.49,31.2,0,NA,NA,19.3060197906496,NA,90.0989765351972,150.517705317024,4.93733649525711,2044.15863517224,1821.80652958063,NA
2701357,0.47,9.66,0,2197.30502625656,NA,0.66915087478018,NA,92.9771942985746,166.352759189797,0.00803300825206302,2272.02502625656,1257.57058814704,NA
2701407,0.47,79.99,24,1318.96517784838,0.353784738760176,83.0938326625986,NA,69.3179156543948,130.479913723292,28.2823269793808,1870.42700865882,1353.15838846322,0.748733219497926
2701506,0.58,0.22,0.11,64702.5612182242,NA,6.95316816637147,NA,0.147344958860371,NA,NA,NA,NA,NA
2701605,0.6,32.14,19.28,NA,NA,30.2310207501445,NA,115.576450928723,158.70811748827,11.2370846455428,2105.250849669,1108.96597981875,NA
2701704,0.49,6.65,0,NA,1.82233550934973,25.345100206047,NA,0.0572132783395423,153.729723257052,12.730880787653,2179.05787453433,1489.12285125067,2.02189883643414
2701803,0.54,11.11,0,NA,NA,38.1060611032967,NA,95.7610845649517,127.663180353373,1.60165907323036,1819.9576575175,1128.62927769752,NA
2701902,0.5,16.92,0,NA,NA,24.1034546475103,NA,158.776480541455,194.793225042301,0.828209813874789,2771.20117766497,1407.98106598985,NA
2702009,0.52,27.75,27.75,NA,NA,30.8169503644705,NA,69.5987974098057,114.531646623497,0.467781683626272,2020.08004625347,1139.35066049954,NA
2702108,0.53,25.29,0,NA,NA,28.0062500587826,NA,128.299001011634,144.532427921093,NA,2071.04185445119,1345.31015427415,NA
2702207,0.49,71.67,0,NA,NA,51.5934263819066,NA,81.3809353162516,209.820757928687,34.2189123812937,2934.56351191543,1796.23749507257,NA
2702306,0.52,29.75,1.98,1503.24713373269,1.0190128310909,83.2364375019118,4.46304597929147,52.9958344904193,132.710795215615,30.5502074820486,1191.17565755544,1622.6560427659,1.54602322106254
2702355,0.53,23.62,7.87,5274.98283261803,NA,65.2029692349852,NA,75.5517580816632,125.592793637044,0.225190770563452,1504.69993700043,931.675948340355,NA
2702405,0.52,23.38,3.9,NA,2.16016996247293,89.9422569053636,NA,66.9519271990335,96.541342024241,22.4812128298063,1170.19232121283,1036.69527066526,2.59241773005285
2702504,0.55,61.19,40.8,NA,NA,72.4820734771173,NA,115.211830698623,178.721343192249,0.643412544620092,2227.13567567568,1361.88460173381,NA
2702553,0.51,6.48,12.96,NA,NA,12.7017509030655,NA,82.1304685980945,142.730150366194,3.98035971223022,2122.98904465617,966.708756238253,NA
2702603,0.53,26.42,8.81,NA,NA,14.7935620914441,NA,81.1827227897147,102.197003786545,0.0423097921803452,1442.21547948221,928.660181401902,NA
2702702,0.49,75.7,25.23,NA,NA,14.9509892158578,NA,62.2906888720666,381.686416855917,2.26166288165531,4132.67700227101,1880.40830683825,NA
2702801,0.47,72.78,0,NA,NA,15.3301741259605,NA,96.7795799542524,NA,6.78559263880225,2270.43723227282,1343.13087752131,NA
2702900,0.58,30.47,0,NA,1.17204680466316,1.06077734341087,NA,82.3823056894355,87.7937227854412,5.78867431167248,1360.96052711761,745.392165254003,2.4535997323462
2703007,0.53,36.41,0,NA,NA,30.1530312233092,NA,81.9096933945088,98.8417893816911,12.7718228825286,1987.93654140267,1192.87843784138,NA
2703106,0.57,50.01,12.5,NA,0.361321758255953,36.9617761122613,NA,89.5943321525318,111.403352365076,0.50187914148781,1592.61780787664,1056.67912065014,0.628491139386347
2703205,0.65,4.68,0,877.905717761557,NA,38.5798299389807,NA,70.6584315927382,140.371676960509,0.409219071682575,1788.08086749017,1265.85328279993,NA
2703304,0.67,52.75,19.78,NA,NA,39.1220050524282,NA,98.8884420122635,156.199837805763,2.61623392892464,2159.66229115844,1158.71592866091,NA
2703403,0.49,39.35,0,NA,NA,11.1689061570997,NA,97.0928585481015,237.554558331694,3.32631320086563,3222.07337399174,1518.81318512689,NA
2703502,0.46,18.68,0,NA,NA,17.500703345156,NA,94.2023542600897,217.982847533632,NA,3060.12686098655,1520.22972346786,NA
2703601,0.52,43.39,0,12.5310771233322,NA,187.286481417034,NA,123.052174856275,161.701353726001,50.4477915175182,1776.52662544745,1021.69573598004,NA
2703700,0.48,20.06,20.06,NA,NA,30.6901336264295,NA,0.0883510531594784,231.533394182548,0.011518555667001,3285.01483650953,1723.735444333,NA
2703759,0.47,10.56,0,NA,NA,180.511577296433,NA,138.960295670539,282.348460401267,15.1558616684266,2305.9204530095,1772.69693980993,NA
2703809,0.5,46.65,0,NA,0.494602394556227,38.1631286486239,NA,94.5099125364432,159.451360349854,8.24971486880466,2228.27331137026,1621.9473335277,0.924234832066857
2703908,0.54,0,0,NA,NA,7.97469839364814,NA,0.0833797653958944,283.467463343109,1.47722629521017,4002.3946627566,2150.24337487781,NA
2704005,0.57,12.55,12.55,NA,NA,37.8706648360094,NA,77.0065252854812,90.8886485129878,8.77797339691304,1598.48012297653,1636.45439871167,NA
2704104,0.51,43.34,0,123.025735493309,NA,25.5902771520268,NA,85.887630709216,120.282045836268,0.744474183236712,1774.69783659316,960.23938614076,NA
2704203,0.64,8.08,12.13,NA,NA,58.4530942773104,NA,93.5520614389652,118.289514955538,0.0107687954729184,1544.65902586904,1278.87766127728,NA
2704302,0.63,39.57,6.58,27.8723635475344,2.24882385268265,487.631404750508,1.20781435950543,0.0379158715377966,74.684814910702,210.94978166144,807.041552891903,1167.14675331657,6.26199920919148
2704401,0.54,39.55,5.65,NA,1.75752344157499,26.5448374496831,NA,0.0859169491525424,106.896607344633,1.77453107344633,1850.59875536723,1331.92318361582,3.70024836636789
2704500,0.54,52.84,12.43,NA,0.962202584012302,446.598854491571,NA,83.5680363026046,155.286873873314,278.188254491204,1357.43552651209,1225.48585907876,1.37126933507647
2704609,0.58,17.7,3.54,537.18313404657,NA,2.17995687331517,NA,130.747640025173,136.155646108664,3.23970002097755,1717.83081288022,1145.53926683449,NA
2704708,0.6,36.44,3.31,136.008712936889,0.306628870739722,404.733661769094,20.6089850919331,60.9590525095246,188.634574291867,270.838010104356,994.731315885374,1114.61886632433,0.832849155113267
2704807,0.49,51.17,7.31,NA,1.85812470726263,50.0231456208351,NA,69.3004605599825,121.096988814972,2.64019299656408,1596.39339864025,1168.29389209738,2.02439432007737
2704906,0.47,0,0,NA,NA,42.4347977929154,NA,89.8640253565769,359.898408874802,36.8484469096672,4521.11432646593,2431.76817115689,NA
2705002,0.57,59.51,0,NA,0.0870443239035479,27.3440590159667,NA,75.0008698040652,120.957679912104,0.119110053103827,225.779508789599,974.347673503021,0.262713961331871
2705101,0.46,54.49,4.19,NA,NA,34.5059793270225,NA,78.7010521021084,87.5667426751058,7.11949323049839,1601.83025107935,1247.92747579327,NA
2705200,0.49,51.93,0,NA,NA,64.6149629805612,NA,56.2993833171048,164.651805907173,2.86488542680948,2126.29652515417,1341.00704771178,NA
2705309,0.54,20.64,0,NA,NA,82.3360883509806,NA,77.8666666666667,253.885832817337,4.41814035087719,3380.3506625387,1899.04140144479,NA
2705408,0.49,27.84,0,NA,NA,18.5852426328143,NA,99.6719097995546,161.129530902004,3.04399638084633,2279.76043429844,1249.69622912027,NA
2705507,0.48,43.67,7.94,2.79521181561917,1.01348094234097,48.4220107723846,NA,70.2659705403581,146.325251915671,3.56886766982967,1517.24557509826,1679.23123794021,2.17458463903529
2705606,0.55,49.9,9.98,NA,NA,1.73870920252102,NA,89.5468063872255,154.852457085828,1.6967005988024,2179.34783133733,1220.50152794411,NA
2705705,0.55,38.66,9.66,NA,0.93322455387193,50.3523492906026,NA,82.3292099540952,116.626279777724,12.6490393814931,1582.77835080937,1039.0183865668,1.82017904803866
2705804,0.54,11.98,0,NA,NA,13.0216983267392,NA,96.7449994011259,117.391543897473,0.821288777099054,1961.64797700323,1204.09376572045,NA
2705903,0.59,138.57,23.09,NA,NA,2.52604456615677,NA,132.949422632794,NA,NA,NA,NA,NA
2706000,0.56,37,9.25,NA,NA,38.8210135288755,NA,94.6985756566778,144.561376248613,4.8276979282279,2022.44589345172,1072.69403903071,NA
2706109,0.55,0,2.58,NA,NA,29.2307975886123,NA,107.939367464616,127.03922068845,2.48782631486982,1864.15038441377,1060.2294434737,NA
2706208,0.59,0,0,NA,NA,11.470469847208,NA,96.1775722543353,244.414917919075,2.6690612716763,3786.77432601156,1969.74578034682,NA
2706307,0.56,19.56,12.57,NA,1.56548929524538,76.0526549316692,NA,0.0825464554167715,81.3924771565093,15.7147236426635,991.567640064828,1517.82149900802,2.62691343005519
2706406,0.57,16.79,0,NA,0.437123248528049,16.7211215378234,NA,69.9191537589724,118.486949166772,NA,1604.11637073416,1213.46472022835,0.64849659856084
2706422,0.5,9.46,0,NA,NA,10.5356326838831,NA,79.6879788139601,148.132473280999,1.03544405561335,2065.36132601911,1034.71729121347,NA
