"COD","INDICADOR_REND_P_FUND","SAEB_MEDIA_FUND","IDEB_2021_FUND","INDICADOR_REND_P_ENS_MEDIO","SAEB_MEDIA_ENS_MEDIO","IDEB_2021_ENS_MEDIO"
3113602,"0.994272","5.751193","5.7","1","-","-"
3113701,"0.975936","5.157434","5","0.851263","4.593746","3.9"
3113800,"1","5.41246","5.4","0.990143","3.818165","3.8"
3113909,"1","5.715194","5.7","0.777239","-","-"
3114006,"1","6.459771","6.5","0.958568","-","-"
3114105,"0.964708","5.639636","5.4","0.960271","5.11532","4.9"
3114204,"0.992176","5.890825","5.8","0.92257","4.548452","4.2"
3114303,"0.998597","6.768514","6.8","0.951316","4.823232","4.6"
3114402,"1","5.97621","6","0.99165","-","-"
3114501,"0.997793","6.857833","6.8","0.961601","4.448881","4.3"
3114550,"0.997984","5.34489","5.3","0.972558","4.506341","4.4"
3114600,"-","-","-","-","-","-"
3114709,"0.995106","6.12209","6.1","0.96112","5.051343","4.9"
3114808,"1","5.674754","5.7","1","-","-"
3114907,"-","-","-","0.977048","5.500592","5.4"
3115003,"1","6.451729","6.5","0.964844","4.699754","4.5"
3115102,"0.99207","5.705107","5.7","0.929941","-","-"
3115201,"-","-","-","-","-","-"
3115300,"0.987256","5.785655","5.7","0.876179","4.308374","3.8"
3115359,"0.982396","6.270225","6.2","0.980708","4.999673","4.9"
3115409,"1","5.522434","5.5","0.993585","-","-"
3115458,"1","4.992653","5","0.868986","-","-"
3115474,"1","5.082046","5.1","1","4.385278","4.4"
3115508,"0.974959","5.646618","5.5","0.901563","4.682665","4.2"
3115607,"1","6.054483","6.1","-","-","-"
3115706,"0.997984","5.32598","5.3","0.971441","3.918155","3.8"
3115805,"0.997984","5.638822","5.6","0.770329","-","-"
3115904,"0.974245","5.53902","5.4","0.897173","-","-"
3116001,"1","5.317367","5.3","0.893869","-","-"
3116100,"1","5.39319","5.4","0.987219","4.191919","4.1"
3116159,"0.997994","5.065968","5.1","0.940079","4.172913","3.9"
3116209,"1","5.408647","5.4","0.987705","3.690333","3.6"
3116308,"0.997168","5.976364","6","0.945528","-","-"
3116407,"1","6.552333","6.6","0.899496","-","-"
3116506,"1","5.570795","5.6","0.967278","4.163763","4"
3116605,"1","6.292536","6.3","0.939387","4.902331","4.6"
3116704,"1","5.582709","5.6","0.991968","4.825031","4.8"
3116803,"0.997577","6.138837","6.1","0.914513","-","-"
3116902,"0.996141","5.890823","5.9","0.843731","-","-"
3117009,"1","5.229715","5.2","0.972636","4.211164","4.1"
3117108,"0.990468","6.498209","6.4","0.817925","-","-"
3117207,"1","6.290028","6.3","0.935955","-","-"
3117306,"0.993743","5.415692","5.4","0.878532","4.391307","3.9"
3117405,"0.995521","5.648842","5.6","1","4.126312","4.1"
3117504,"0.99637","5.239094","5.2","0.905161","-","-"
3117603,"0.993742","5.155861","5.1","0.964286","3.876764","3.7"
3117702,"0.967471","5.666747","5.5","0.980595","-","-"
3117801,"0.99839","6.398118","6.4","0.778009","-","-"
3117836,"1","5.139907","5.1","0.966529","4.058606","3.9"
3117876,"0.997577","5.81254","5.8","0.981975","-","-"
3117900,"1","6.117926","6.1","0.943679","-","-"
3118007,"0.985906","6.194613","6.1","0.933167","5.295993","4.9"
3118106,"1","4.971884","5","0.995289","-","-"
3118205,"0.995314","5.245173","5.2","0.871808","-","-"
3118304,"0.996192","6.84579","6.8","0.941917","5.064643","4.8"
3118403,"0.986774","5.577525","5.5","0.896129","4.929733","4.4"
3118502,"0.969479","6.126085","5.9","0.951353","-","-"
3118601,"0.982995","5.904416","5.8","0.726934","-","-"
3118700,"0.997577","6.407588","6.4","0.758422","-","-"
3118809,"0.996791","5.444277","5.4","0.873476","4.033685","3.5"
3118908,"0.992158","5.82726","5.8","0.940324","4.45658","4.2"
3119005,"0.989583","5.951339","5.9","0.894486","-","-"
3119104,"0.976729","5.321573","5.2","0.935706","4.229747","4"
3119203,"0.997984","6.255421","6.2","0.894292","4.57242","4.1"
3119302,"0.998597","6.166334","6.2","0.967785","4.602426","4.5"
3119401,"0.990183","6.112749","6.1","0.900145","4.734145","4.3"
3119500,"0.987125","5.209584","5.1","0.951059","4.144719","3.9"
3119609,"0.967254","-","-","0.980609","5.237776","5.1"
3119708,"0.986953","6.517854","6.4","0.962366","-","-"
3119807,"0.990017","5.989647","5.9","1","-","-"
3119906,"0.996347","6.715109","6.7","1","4.789339","4.8"
3119955,"1","6.319198","6.3","0.940978","-","-"
3120003,"1","4.911341","4.9","1","4.599363","4.6"
3120102,"0.995935","-","-","0.96882","4.586205","4.4"
3120151,"0.967807","4.587104","4.4","0.951142","-","-"
3120201,"0.998592","6.282422","6.3","0.888577","-","-"
3120300,"-","-","-","-","-","-"
3120409,"0.988566","6.545169","6.5","0.933487","-","-"
3120508,"0.945975","6.185787","5.9","0.917623","-","-"
3120607,"1","6.417327","6.4","0.922789","4.578617","4.2"
3120706,"1","6.209135","6.2","0.890842","4.901564","4.4"
3120805,"0.992374","5.85196","5.8","0.970022","4.44617","4.3"
3120839,"-","-","-","-","-","-"
3120870,"1","5.748482","5.7","0.887482","4.186915","3.7"
3120904,"0.970574","5.935686","5.8","0.92017","4.843816","4.5"
3121001,"1","6.072099","6.1","0.975822","4.264865","4.2"
3121100,"1","6.575248","6.6","0.972636","4.677525","4.5"
3121209,"1","6.111198","6.1","0.992304","-","-"
3121258,"0.998794","4.856236","4.9","0.758538","-","-"
3121308,"0.924871","7.04779","6.5","0.793433","-","-"
3121407,"1","6.137847","6.1","0.970098","4.891862","4.7"
3121506,"1","5.988729","6","0.958833","5.479732","5.3"
3121605,"0.996991","5.900437","5.9","0.923144","4.361168","4"
3121704,"-","-","-","-","-","-"
3121803,"1","5.984366","6","1","4.772121","4.8"
3121902,"1","6.771846","6.8","1","-","-"
3122009,"0.998396","5.353587","5.3","0.95535","-","-"
3122108,"0.996141","5.763132","5.7","0.956866","4.890689","4.7"
3122207,"0.982115","5.887173","5.8","0.902836","-","-"
3122306,"0.99337","6.557559","6.5","0.953304","5.012097","4.8"
3122355,"1","-","-","0.979598","-","-"
3122405,"-","-","-","-","-","-"
3122454,"0.968795","5.313843","5.1","0.957877","-","-"
3122470,"1","5.704795","5.7","0.980969","-","-"
3122504,"1","6.23705","6.2","0.880138","-","-"
3122603,"1","5.465109","5.5","0.87195","4.499984","3.9"
3122702,"1","6.291131","6.3","0.901553","4.883919","4.4"
3122801,"1","6.920214","6.9","1","5.337429","5.3"
3122900,"0.996964","6.318847","6.3","0.937292","4.697638","4.4"
3123007,"0.99839","6.671977","6.7","0.895351","4.918669","4.4"
3123106,"1","6.761119","6.8","0.987219","4.52704","4.5"
3123205,"0.988275","6.262085","6.2","0.901588","-","-"
3123304,"0.996141","6.315968","6.3","0.93185","5.070942","4.7"
3123403,"1","4.731451","4.7","1","4.564107","4.6"
3123502,"0.988275","6.074333","6","0.843901","4.589471","3.9"
3123528,"0.997984","5.729896","5.7","0.909085","4.451484","4"
3123601,"0.96721","5.504216","5.3","0.841609","5.100807","4.3"
3123700,"0.970879","5.955622","5.8","0.811149","-","-"
3123809,"1","5.370016","5.4","0.937144","-","-"
3123858,"0.996347","6.105897","6.1","0.974573","5.192666","5.1"
3123908,"0.966786","-","-","0.942758","5.012476","4.7"
3124005,"1","6.057426","6.1","0.85617","5.011251","4.3"
3124104,"0.988378","5.582692","5.5","0.89442","4.343232","3.9"
3124203,"0.979998","5.804782","5.7","0.837645","4.13773","3.5"
3124302,"0.996592","6.016003","6","0.933935","4.318316","4"
3124401,"0.994757","6.252324","6.2","0.995968","-","-"
3124500,"0.993642","6.140176","6.1","0.928275","4.696838","4.4"
3124609,"1","5.035369","5","0.924782","-","-"
3124708,"1","5.793689","5.8","0.906383","4.425202","4"
3124807,"0.997168","5.484961","5.5","0.988263","4.406483","4.4"
3124906,"0.985477","5.778667","5.7","0.95041","-","-"
3125002,"0.91742","5.10284","4.7","0.975956","-","-"
3125101,"0.983906","6.262527","6.2","0.853084","4.783414","4.1"
3125200,"0.961158","6.710572","6.4","0.93086","-","-"
3125309,"1","5.646702","5.6","0.875822","-","-"
3125408,"-","-","-","0.99163","4.380284","4.3"
3125507,"0.995106","5.743197","5.7","0.977716","-","-"
3125606,"0.991861","-","-","0.825904","-","-"
3125705,"0.992166","5.690285","5.6","0.831801","4.486211","3.7"
3125804,"0.974656","-","-","0.783129","-","-"
3125903,"1","6.264404","6.3","0.994317","4.019983","4"
3125952,"0.998794","6.165566","6.2","0.864869","4.464407","3.9"
3126000,"1","6.596908","6.6","0.956401","5.233132","5"
3126109,"0.997186","6.453761","6.4","0.944172","5.224549","4.9"
3126208,"1","-","-","0.996644","3.879677","3.9"
3126307,"1","6.629443","6.6","1","-","-"
3126406,"1","6.036498","6","1","-","-"
3126505,"1","6.389381","6.4","0.957291","4.323653","4.1"
3126604,"1","4.206899","4.2","0.975396","-","-"
3126703,"0.999197","5.43792","5.4","0.961998","3.82886","3.7"
3126752,"0.996964","-","-","0.945957","-","-"
3126802,"1","4.787908","4.8","0.996644","-","-"
3126901,"0.987434","4.659257","4.6","0.87181","-","-"
3126950,"-","-","-","0.993927","4.616926","4.6"
3127008,"1","5.565328","5.6","0.936349","-","-"
3127057,"1","4.720399","4.7","0.980646","-","-"
3127073,"1","5.43239","5.4","0.98395","-","-"
3127107,"0.969869","6.047535","5.9","0.843824","4.551284","3.8"
3127206,"1","5.320426","5.3","0.823291","4.990929","4.1"
3127305,"1","-","-","0.960526","-","-"
3127339,"1","6.067494","6.1","0.972562","3.873003","3.8"
3127354,"0.991736","5.838154","5.8","0.960909","4.451649","4.3"
3127370,"0.995935","-","-","0.907505","-","-"
3127388,"0.943449","-","-","0.970552","4.480184","4.3"
3127404,"0.967496","6.08123","5.9","0.861796","-","-"
3127503,"1","6.063939","6.1","0.889919","4.177611","3.7"
3127602,"0.998592","6.651313","6.6","0.9923","4.566576","4.5"
3127701,"0.983389","5.917972","5.8","0.907845","4.600893","4.2"
3127800,"-","-","-","-","-","-"
3127909,"1","6.178448","6.2","1","4.352687","4.4"
3128006,"0.989165","5.8463","5.8","0.979791","-","-"
3128105,"0.995314","6.333432","6.3","0.781759","-","-"
3128204,"0.991179","6.244532","6.2","0.992214","4.492468","4.5"
3128253,"1","5.739201","5.7","1","-","-"
3128303,"0.929755","6.007459","5.6","0.96334","-","-"
3128402,"1","6.08004","6.1","0.942506","-","-"
3128501,"-","-","-","0.886017","5.576399","4.9"
3128600,"0.998187","5.203366","5.2","0.887107","4.662093","4.1"
3128709,"0.998797","6.335121","6.3","0.893484","4.49412","4"
3128808,"1","6.300619","6.3","1","4.886916","4.9"
3128907,"1","5.9525","6","0.860829","4.766005","4.1"
3129004,"1","6.496285","6.5","1","-","-"
3129103,"0.973615","5.391895","5.2","0.931042","-","-"
3129202,"1","5.555373","5.6","0.995629","-","-"
3129301,"1","5.847589","5.8","0.992975","4.368589","4.3"
3129400,"1","5.922833","5.9","0.874545","-","-"
3129509,"0.985399","5.929514","5.8","0.919266","4.772334","4.4"
3129608,"-","-","-","-","-","-"
3129657,"1","5.237348","5.2","0.985901","4.048938","4"
3129707,"0.998794","6.307019","6.3","0.851624","4.776078","4.1"
3129806,"0.985798","5.574544","5.5","0.898662","4.572411","4.1"
3129905,"1","5.714969","5.7","0.957797","4.590221","4.4"
3130002,"0.992374","6.009074","6","0.96581","3.790831","3.7"
3130051,"1","5.471427","5.5","0.952443","4.130832","3.9"
3130101,"0.997797","5.973972","6","0.904703","-","-"
3130200,"0.991535","6.161859","6.1","0.894883","5.095646","4.6"
3130309,"1","5.489539","5.5","0.900273","-","-"
3130408,"-","-","-","-","-","-"
3130507,"0.994332","5.511388","5.5","0.935175","4.83392","4.5"
3130556,"1","5.223414","5.2","0.91679","4.589795","4.2"
3130606,"1","6.21508","6.2","0.860822","-","-"
3130655,"1","5.756367","5.8","0.989999","4.293682","4.3"
3130705,"0.882902","5.714229","5","0.83323","-","-"
3130804,"-","-","-","0.925834","4.556018","4.2"
3130903,"0.998794","6.150384","6.1","0.959585","4.667752","4.5"
3131000,"0.997984","5.584422","5.6","0.86404","-","-"
3131109,"0.994961","5.428262","5.4","0.939794","-","-"
3131158,"1","5.723901","5.7","0.926831","4.177832","3.9"
3131208,"0.999197","6.203249","6.2","0.998328","4.614851","4.6"
3131307,"0.995595","6.410855","6.4","0.95537","5.070554","4.8"
3131406,"1","5.451374","5.5","0.948539","4.545167","4.3"
3131505,"0.99778","5.735908","5.7","0.911643","-","-"
3131604,"0.997984","5.634534","5.6","0.944925","4.633677","4.4"
3131703,"0.998999","5.807413","5.8","0.95014","4.668665","4.4"
3131802,"0.905823","6.077999","5.5","0.978955","4.158451","4.1"
3131901,"0.971817","6.424906","6.2","0.865691","4.700077","4.1"
3132008,"-","-","-","-","-","-"
3132107,"0.996582","5.22987","5.2","0.879664","4.097371","3.6"
3132206,"0.998592","6.004278","6","0.933566","4.541866","4.2"
3132305,"0.997373","5.196288","5.2","0.914826","-","-"
3132404,"0.951791","6.46044","6.1","0.899238","4.873305","4.4"
3132503,"0.998799","6.541664","6.5","0.948208","4.703163","4.5"
3132602,"1","5.39243","5.4","0.956859","4.184413","4"
3132701,"0.99358","5.114754","5.1","0.859106","-","-"
3132800,"1","6.108079","6.1","0.962613","-","-"
3132909,"1","6.794255","6.8","0.993585","-","-"
3133006,"0.996986","6.473707","6.5","0.874536","-","-"
3133105,"0.994132","6.151269","6.1","0.967181","-","-"
3133204,"0.973724","6.265074","6.1","0.834031","5.053873","4.2"
3133303,"0.996778","5.124522","5.1","0.873406","4.36893","3.8"
3133402,"0.993096","6.643193","6.6","0.736209","-","-"
3133501,"0.996578","6.118389","6.1","0.992962","4.627724","4.6"
3133600,"0.931359","5.891665","5.5","0.897833","-","-"
3133709,"0.998996","5.906055","5.9","0.970884","-","-"
3133758,"1","6.662854","6.7","0.895056","4.94976","4.4"
3133808,"0.999199","6.571718","6.6","0.96591","4.696019","4.5"
3133907,"1","6.508195","6.5","0.974091","4.37241","4.3"
3134004,"1","5.220836","5.2","0.98322","3.823173","3.8"
3134103,"1","5.830416","5.8","0.994268","-","-"
3134202,"0.997793","5.757184","5.7","0.842853","-","-"
3134301,"0.992361","5.602017","5.6","0.929712","4.366809","4.1"
3134400,"0.993789","5.825591","5.8","0.896277","4.508414","4"
3134509,"-","-","-","-","-","-"
3134608,"0.989756","5.314456","5.3","0.95008","4.788681","4.5"
3134707,"0.977446","4.90398","4.8","0.946312","3.902519","3.7"
3134806,"0.954385","6.070845","5.8","0.954507","4.394352","4.2"
3134905,"1","6.125666","6.1","0.901684","-","-"
3135001,"1","5.217424","5.2","0.961833","-","-"
3135050,"0.999199","5.232422","5.2","-","-","-"
3135076,"-","-","-","-","-","-"
3135100,"0.998799","5.696067","5.7","0.951293","4.57683","4.4"
3135209,"0.996597","5.087824","5.1","0.984328","-","-"
3135308,"1","7.135392","7.1","0.932228","-","-"
3135357,"0.99839","5.489261","5.5","0.946449","4.000492","3.8"
3135407,"0.986178","6.198407","6.1","0.950941","4.511543","4.3"
3135456,"1","6.337903","6.3","0.961962","4.501552","4.3"
3135506,"-","-","-","-","-","-"
3135605,"1","5.070144","5.1","0.813613","-","-"
3135704,"1","5.716269","5.7","0.887933","-","-"
3135803,"0.991561","5.181954","5.1","0.911597","3.893616","3.5"
3135902,"0.93045","6.440348","6","1","4.885014","4.9"
3136009,"0.997793","4.699593","4.7","0.852003","4.238339","3.6"
3136108,"1","5.710867","5.7","0.946111","-","-"
3136207,"0.998998","6.122821","6.1","0.968257","4.918445","4.8"
3136306,"0.99799","5.809595","5.8","0.97061","4.321834","4.2"
3136405,"0.983928","4.978364","4.9","0.938771","4.976352","4.7"
3136504,"-","-","-","-","-","-"
3136520,"1","5.765392","5.8","0.920711","4.174596","3.8"
3136553,"1","5.868634","5.9","0.988404","4.393177","4.3"
3136579,"-","-","-","-","-","-"
3136603,"0.997168","6.43623","6.4","0.978608","4.516562","4.4"
3136652,"0.999199","5.562257","5.6","0.932285","4.565692","4.3"
3136702,"0.978374","-","-","0.898025","-","-"
3136801,"1","6.226608","6.2","0.927678","-","-"
3136900,"0.998592","6.530598","6.5","0.89547","-","-"
3136959,"1","4.631804","4.6","1","3.649965","3.6"
3137007,"0.992762","5.260851","5.2","0.902049","-","-"
3137106,"0.973799","6.38713","6.2","0.908279","4.639709","4.2"
3137205,"0.997998","6.398842","6.4","0.981289","4.739722","4.7"
3137304,"1","4.986312","5","0.970267","-","-"
3137403,"0.964309","-","-","0.957467","5.419661","5.2"
3137502,"0.992326","6.834946","6.8","0.918605","5.470517","5"
3137536,"1","6.409851","6.4","0.951687","-","-"
3137601,"0.968593","6.098197","5.9","0.831686","4.741729","3.9"
3137700,"0.984922","5.467137","5.4","0.816085","4.637482","3.8"
3137809,"0.974137","6.162","6","0.958491","5.538987","5.3"
3137908,"1","6.654038","6.7","0.968157","4.535455","4.4"
3138005,"1","5.844254","5.8","0.952749","4.502009","4.3"
3138104,"0.989414","5.309948","5.3","0.948991","-","-"
3138203,"0.994794","5.953827","5.9","0.950508","4.648674","4.4"
3138302,"1","5.514362","5.5","0.909832","-","-"
3138351,"1","5.145971","5.1","0.980797","5.023629","4.9"
3138401,"0.991182","5.484051","5.4","0.889793","4.860583","4.3"
3138500,"0.988511","5.541892","5.5","0.955439","4.52455","4.3"
3138609,"0.993361","5.619087","5.6","0.929754","4.486535","4.2"
3138625,"1","6.041816","6","0.978837","-","-"
3138658,"0.997984","5.979744","6","0.978442","4.254176","4.2"
3138674,"0.99778","-","-","0.884666","-","-"
3138682,"-","-","-","-","-","-"
3138708,"0.983614","6.559309","6.5","0.916123","4.897043","4.5"
3138807,"0.998592","5.782194","5.8","0.995992","-","-"
3138906,"0.995521","4.939458","4.9","0.909506","-","-"
3139003,"0.997793","6.359657","6.3","0.866594","5.251055","4.6"
3139102,"1","5.497695","5.5","0.922986","-","-"
3139201,"0.97631","5.638219","5.5","0.866293","4.543089","3.9"
3139250,"1","5.240372","5.2","0.991295","-","-"
3139300,"0.999197","4.933768","4.9","0.980325","3.875309","3.8"
3139409,"0.992794","5.884545","5.8","0.902013","4.617705","4.2"
3139508,"0.999197","5.763768","5.8","0.869762","4.604981","4"
3139607,"0.987368","6.046671","6","0.959093","4.733743","4.5"
3139706,"0.982625","5.122997","5","0.785772","4.654519","3.7"
3139805,"-","-","-","-","-","-"
3139904,"0.952589","6.828493","6.5","0.827055","4.848203","4"
3140001,"0.998799","5.622187","5.6","0.83946","4.533456","3.8"
3140100,"1","6.133137","6.1","1","-","-"
3140159,"0.998187","5.699116","5.7","0.860173","-","-"
3140209,"0.984841","6.297743","6.2","0.907391","4.345958","3.9"
3140308,"0.995935","5.734833","5.7","0.973607","4.686003","4.6"
3140407,"1","6.080743","6.1","0.990143","4.905387","4.9"
3140506,"0.996391","6.073313","6.1","0.844693","4.830241","4.1"
3140530,"0.989869","5.928875","5.9","0.871364","-","-"
3140555,"0.989451","5.505514","5.4","0.86859","-","-"
3140605,"1","-","-","0.981664","4.294936","4.2"
3140704,"0.997997","6.098033","6.1","0.883344","4.615168","4.1"
3140803,"0.986178","5.593636","5.5","0.904232","-","-"
3140852,"1","4.551094","4.6","0.889653","3.568237","3.2"
3140902,"-","-","-","-","-","-"
3141009,"0.998592","5.950543","5.9","0.995968","3.856148","3.8"
3141108,"0.997397","5.740527","5.7","0.939958","4.712678","4.4"
3141207,"0.996141","5.902747","5.9","0.934521","5.222357","4.9"
3141306,"1","5.75382","5.8","1","-","-"
3141405,"0.999399","5.356237","5.4","0.995657","3.803262","3.8"
3141504,"0.996759","6.005119","6","0.991931","4.105234","4.1"
3141603,"0.993935","5.836965","5.8","0.85981","-","-"
3141702,"1","5.328369","5.3","0.936915","-","-"
3141801,"0.999197","5.994178","6","0.981278","4.355571","4.3"
3141900,"0.960517","5.949827","5.7","0.984537","-","-"
3142007,"0.996986","5.006773","5","0.98032","3.860891","3.8"
3142106,"0.973993","6.824206","6.6","0.929171","-","-"
3142205,"1","5.809012","5.8","0.987987","4.4614","4.4"
3142254,"1","4.963747","5","0.995289","4.167182","4.1"
3142304,"0.894878","6.413477","5.7","0.93148","-","-"
3142403,"0.992967","6.647802","6.6","0.975174","4.471793","4.4"
3142502,"1","6.524349","6.5","0.915406","-","-"
3142601,"0.995106","6.340591","6.3","0.963653","4.323245","4.2"
3142700,"1","5.462906","5.5","0.996982","3.977875","4"
3142809,"0.938262","5.881245","5.5","0.899375","4.55248","4.1"
3142908,"0.99759","5.676942","5.7","0.991962","4.227898","4.2"
3143005,"1","5.786509","5.8","0.848456","4.707324","4"
3143104,"0.997194","6.049358","6","0.915482","4.891534","4.5"
3143153,"1","5.756164","5.8","0.912714","-","-"
3143203,"1","5.782985","5.8","0.961991","4.602876","4.4"
3143302,"0.991982","6.263124","6.2","0.934472","4.781699","4.5"
3143401,"0.996993","6.36816","6.3","0.713286","-","-"
3143450,"1","6.329955","6.3","0.909169","-","-"
3143500,"0.99255","5.615285","5.6","0.861713","4.919041","4.2"
3143609,"1","4.954271","5","0.963874","4.456384","4.3"
3143708,"1","5.490471","5.5","0.994268","3.502405","3.5"
3143807,"0.997984","5.533701","5.5","0.898692","4.188539","3.8"
3143906,"0.995791","6.345758","6.3","0.94215","4.768779","4.5"
3144003,"0.995581","5.915577","5.9","0.955133","4.976568","4.8"
3144102,"0.992568","6.04439","6","0.898816","-","-"
3144201,"0.990664","5.829536","5.8","0.976724","-","-"
3144300,"0.985375","5.516293","5.4","0.878769","-","-"
3144359,"0.995773","5.462927","5.4","1","-","-"
3144375,"0.995314","5.616164","5.6","0.914287","4.123409","3.8"
3144409,"0.995106","6.179243","6.1","0.931029","4.582768","4.3"
3144508,"1","-","-","0.959389","-","-"
3144607,"0.973032","5.708328","5.6","0.840446","-","-"
3144656,"1","6.135164","6.1","0.950975","4.302443","4.1"
3144672,"1","5.015798","5","0.93885","-","-"
3144706,"0.997994","6.19085","6.2","0.982337","4.055076","4"
3144805,"0.994985","6.329477","6.3","0.903957","4.689266","4.2"
3144904,"-","-","-","-","-","-"
3145000,"1","6.520339","6.5","0.829229","4.423728","3.7"
3145059,"1","5.037018","5","0.757241","3.87002","2.9"
3145109,"0.981151","6.375114","6.3","0.818719","-","-"
3145208,"0.996398","5.92433","5.9","0.984119","4.399093","4.3"
3145307,"0.996991","5.631029","5.6","0.972326","4.093851","4"
3145356,"0.996784","5.139548","5.1","0.832819","-","-"
3145372,"-","-","-","0.983471","3.959969","3.9"
3145406,"0.992374","5.258028","5.2","0.899194","-","-"
3145455,"0.990233","5.389461","5.3","0.919374","-","-"
3145505,"0.890251","6.650294","5.9","0.968006","5.508466","5.3"
3145604,"0.99779","6.364639","6.4","0.833945","4.631374","3.9"
3145703,"0.946321","-","-","0.94731","4.299836","4.1"
3145802,"1","5.390879","5.4","0.947634","4.217412","4"
3145851,"0.994272","5.589713","5.6","0.982436","-","-"
3145877,"0.996582","5.320198","5.3","0.873358","-","-"
3145901,"0.976924","6.294685","6.1","0.885478","5.852487","5.2"
3146008,"1","6.299656","6.3","0.909448","4.331044","3.9"
3146107,"0.995594","-","-","0.859575","-","-"
3146206,"1","4.95444","5","0.946529","-","-"
3146255,"-","-","-","-","-","-"
3146305,"0.996578","5.565176","5.5","1","4.359138","4.4"
3146404,"0.994062","6.780437","6.7","0.90253","5.056412","4.6"
3146503,"0.992706","6.779303","6.7","0.995629","-","-"
3146552,"1","6.155416","6.2","0.971544","-","-"
3146602,"1","6.431209","6.4","0.947506","4.59565","4.4"
3146701,"0.995728","-","-","1","3.9483","3.9"
3146750,"0.996964","5.250324","5.2","0.90382","3.988178","3.6"
3146909,"0.998794","5.896802","5.9","0.983656","4.000661","3.9"
3147006,"0.995799","5.734194","5.7","0.877047","4.609138","4"
3147105,"0.993191","6.228108","6.2","0.904608","4.708395","4.3"
3147204,"0.998396","5.846421","5.8","0.874954","-","-"
3147303,"0.985874","6.709095","6.6","0.961167","4.618197","4.4"
3147402,"0.999197","5.824755","5.8","0.889045","4.472734","4"
3147501,"1","5.010768","5","0.928092","4.857786","4.5"
3147600,"0.997168","6.297591","6.3","0.858601","-","-"
3147709,"0.99778","6.682575","6.7","0.985214","4.373578","4.3"
3147808,"1","5.457188","5.5","1","5.505486","5.5"
3147907,"0.994596","6.180055","6.1","0.944287","5.037834","4.8"
3147956,"0.995106","5.254992","5.2","0.914062","-","-"
3148004,"0.989183","6.499329","6.4","0.924473","5.140014","4.8"
3148103,"0.999","6.315456","6.3","0.90753","4.872791","4.4"
3148202,"1","5.89857","5.9","0.873035","-","-"
3148301,"0.982315","5.520366","5.4","0.901549","-","-"
3148400,"1","-","-","0.908555","-","-"
3148509,"0.99778","5.032449","5","0.956215","4.450548","4.3"
3148608,"0.998794","5.699711","5.7","0.924826","-","-"
3148707,"0.988361","5.087929","5","0.894851","-","-"
3148756,"0.991489","4.659795","4.6","0.951293","4.007318","3.8"
3148806,"0.859493","6.560141","5.6","0.971129","5.184964","5"
3148905,"1","6.415439","6.4","0.981489","4.644721","4.6"
3149002,"1","5.819199","5.8","0.942629","4.745458","4.5"
3149101,"0.99638","6.698566","6.7","0.812999","4.991994","4.1"
3149150,"1","-","-","0.980893","3.758787","3.7"
3149200,"0.92879","5.805088","5.4","0.906694","-","-"
3149309,"0.995196","5.844927","5.8","0.950523","4.243396","4"
3149408,"1","7.876961","7.9","1","5.355692","5.4"
3149507,"0.849164","-","-","0.955678","4.221658","4"
3149606,"-","-","-","-","-","-"
3149705,"1","6.110264","6.1","0.95395","4.543347","4.3"
3149804,"0.998187","6.257692","6.2","0.971208","-","-"
3149903,"0.979551","6.058781","5.9","0.886506","4.76253","4.2"
3149952,"1","4.840609","4.8","0.855879","-","-"
3150000,"-","-","-","-","-","-"
3150109,"0.995106","-","-","0.855076","-","-"
3150158,"0.990748","5.463366","5.4","0.90622","-","-"
3150208,"-","-","-","-","-","-"
3150307,"0.995106","6.006869","6","0.956898","4.441218","4.2"
3150406,"0.961389","-","-","0.883685","-","-"
3150505,"0.997577","6.486289","6.5","0.882244","5.099349","4.5"
3150539,"1","5.827838","5.8","1","4.543616","4.5"
3150570,"1","5.131867","5.1","0.911325","3.852956","3.5"
3150604,"0.989384","6.396382","6.3","0.947892","4.136114","3.9"
3150703,"0.905529","6.388503","5.8","0.974991","4.353504","4.2"
3150802,"1","6.139278","6.1","0.980542","4.908906","4.8"
3150901,"0.912353","5.956086","5.4","0.904974","5.123194","4.6"
3151008,"1","6.733156","6.7","0.929816","4.502463","4.2"
3151107,"0.987777","5.989469","5.9","0.985534","3.9129","3.9"
3151206,"0.993795","5.317537","5.3","0.904973","-","-"
3151305,"1","6.080781","6.1","0.803939","-","-"
3151404,"0.998396","5.984859","6","0.875212","4.67088","4.1"
3151503,"0.999399","6.016897","6","0.962979","4.827565","4.6"
3151602,"0.975803","5.36801","5.2","0.676984","-","-"
3151701,"1","6.401466","6.4","0.959062","4.381333","4.2"
3151800,"0.972269","6.080504","5.9","0.887047","4.923081","4.4"
3151909,"1","5.36877","5.4","0.918514","4.741491","4.4"
3152006,"0.996399","5.891319","5.9","0.858761","4.66373","4"
3152105,"0.983035","5.929095","5.8","0.849829","4.776871","4.1"
3152131,"-","-","-","-","-","-"
3152170,"0.998794","5.05579","5","0.967354","-","-"
3152204,"-","-","-","-","-","-"
3152303,"1","6.378196","6.4","1","4.660096","4.7"
3152402,"0.996166","4.828648","4.8","0.970608","4.257711","4.1"
3152501,"0.992595","6.041847","6","0.878806","4.759487","4.2"
3152600,"0.981703","5.711105","5.6","0.915959","4.569597","4.2"
3152709,"-","-","-","0.901117","4.834256","4.4"
3152808,"0.99659","5.504407","5.5","0.833724","-","-"
