"COD","INDICADOR_REND_P_FUND","SAEB_MEDIA_FUND","IDEB_2021_FUND","INDICADOR_REND_P_ENS_MEDIO","SAEB_MEDIA_ENS_MEDIO","IDEB_2021_ENS_MEDIO"
3152907,"1","6.293056","6.3","0.796694","-","-"
3153004,"0.911385","5.346804","4.9","0.864188","-","-"
3153103,"1","7.239104","7.2","0.961588","4.829977","4.6"
3153202,"0.995106","5.537368","5.5","0.993243","-","-"
3153301,"1","5.935898","5.9","0.978586","-","-"
3153400,"0.998996","6.498153","6.5","0.84013","4.86869","4.1"
3153509,"0.997984","5.770797","5.8","0.845962","4.646996","3.9"
3153608,"0.989492","5.066507","5","0.860217","4.610685","4"
3153707,"0.988191","5.698491","5.6","0.991525","-","-"
3153806,"-","-","-","-","-","-"
3153905,"1","6.123677","6.1","0.997656","4.207116","4.2"
3154002,"0.961276","6.257167","6","0.927533","4.752133","4.4"
3154101,"1","5.521736","5.5","0.991278","-","-"
3154150,"0.979023","5.650625","5.5","0.84739","4.611001","3.9"
3154200,"0.987737","6.049023","6","0.953012","5.406989","5.2"
3154309,"0.998996","5.946027","5.9","0.931253","4.772026","4.4"
3154408,"-","-","-","-","-","-"
3154457,"1","5.319049","5.3","1","3.977379","4"
3154507,"-","-","-","-","-","-"
3154606,"0.989598","5.288552","5.2","0.901791","4.199582","3.8"
3154705,"0.957956","5.967821","5.7","0.81658","-","-"
3154804,"0.991715","5.071102","5","0.864516","4.226809","3.7"
3154903,"0.967036","5.555713","5.4","0.747901","-","-"
3155009,"1","6.882266","6.9","0.976385","4.88481","4.8"
3155108,"1","5.470926","5.5","0.858931","4.223976","3.6"
3155207,"1","5.683492","5.7","0.970354","4.707041","4.6"
3155306,"1","6.465468","6.5","0.950503","-","-"
3155405,"0.986186","4.946215","4.9","0.83541","4.614943","3.9"
3155504,"0.969549","6.586619","6.4","0.801578","-","-"
3155603,"0.999399","5.836404","5.8","0.956644","4.178124","4"
3155702,"0.998794","6.569098","6.6","0.947639","-","-"
3155801,"0.962954","6.059178","5.8","0.826737","-","-"
3155900,"0.863598","5.476042","4.7","0.911113","-","-"
3156007,"0.996347","6.031503","6","0.899973","3.829809","3.4"
3156106,"0.983362","-","-","0.922195","-","-"
3156205,"1","6.493341","6.5","0.928092","4.20598","3.9"
3156304,"0.993742","5.944328","5.9","0.744998","-","-"
3156403,"0.995106","6.056556","6","0.947112","-","-"
3156452,"0.99272","6.421241","6.4","0.981468","5.220074","5.1"
3156502,"1","5.778742","5.8","0.992974","3.57729","3.6"
3156601,"0.998592","5.242337","5.2","0.984283","3.980964","3.9"
3156700,"0.992185","5.727856","5.7","0.899065","4.139946","3.7"
3156809,"0.974282","5.666566","5.5","0.971073","4.118655","4"
3156908,"0.970199","6.093107","5.9","0.834259","4.728916","3.9"
3157005,"1","5.867351","5.9","0.985975","4.137642","4.1"
3157104,"0.969907","4.785233","4.6","0.804017","3.977973","3.2"
3157203,"0.998798","6.049749","6","0.89533","4.387013","3.9"
3157252,"0.990879","5.827883","5.8","0.996306","4.215244","4.2"
3157278,"0.975708","-","-","-","-","-"
3157302,"1","5.513743","5.5","0.751255","-","-"
3157336,"0.996759","5.962164","5.9","0.779378","-","-"
3157377,"1","5.374185","5.4","0.995629","4.281888","4.3"
3157401,"1","6.152315","6.2","0.933272","-","-"
3157500,"1","6.042531","6","0.905417","-","-"
3157609,"-","-","-","-","-","-"
3157658,"1","5.574382","5.6","0.933708","-","-"
3157708,"1","6.812241","6.8","0.911773","-","-"
3157807,"0.995197","5.717529","5.7","0.915818","4.532927","4.2"
3157906,"1","5.302443","5.3","0.997656","4.403314","4.4"
3158003,"1","5.240282","5.2","0.884939","4.339952","3.8"
3158102,"-","-","-","-","-","-"
3158201,"0.995314","5.741109","5.7","0.956865","4.317745","4.1"
3158300,"1","6.534016","6.5","-","-","-"
3158409,"1","5.485285","5.5","1","4.721684","4.7"
3158508,"1","5.058745","5.1","0.898756","-","-"
3158607,"0.99301","5.265981","5.2","1","4.585823","4.6"
3158706,"1","5.586491","5.6","0.982402","4.396477","4.3"
3158805,"0.99469","6.388975","6.4","0.964589","3.940312","3.8"
3158904,"0.99272","5.892117","5.8","0.926199","4.632017","4.3"
3158953,"0.998798","5.97972","6","0.928857","4.564312","4.2"
3159001,"1","5.435121","5.4","0.956549","4.245109","4.1"
3159100,"1","-","-","0.973286","4.298516","4.2"
3159209,"0.994556","6.383958","6.3","0.948326","4.988851","4.7"
3159308,"1","-","-","0.94893","-","-"
3159357,"0.995165","5.373879","5.3","0.913421","-","-"
3159407,"1","5.233605","5.2","0.928619","-","-"
3159506,"1","6.010854","6","0.967113","4.32519","4.2"
3159605,"0.96187","6.343793","6.1","0.895907","4.660546","4.2"
3159704,"1","5.53716","5.5","0.943085","-","-"
3159803,"0.997373","5.573622","5.6","0.933268","4.653278","4.3"
3159902,"1","5.840711","5.8","0.888977","3.990037","3.5"
3160009,"0.985049","5.391447","5.3","0.99187","4.342718","4.3"
3160108,"0.935174","6.563074","6.1","0.99187","4.396646","4.4"
3160207,"-","-","-","-","-","-"
3160306,"-","-","-","0.977948","-","-"
3160405,"0.99619","6.636944","6.6","0.945394","4.783114","4.5"
3160454,"0.997577","5.437331","5.4","0.93093","-","-"
3160504,"1","6.418536","6.4","1","4.946866","4.9"
3160603,"1","5.490886","5.5","0.916126","4.134216","3.8"
3160702,"0.988967","5.565391","5.5","0.922837","4.196056","3.9"
3160801,"1","5.221988","5.2","0.939663","4.280122","4"
3160900,"-","-","-","0.978805","5.130061","5"
3160959,"1","6.779921","6.8","0.946367","-","-"
3161007,"1","5.869204","5.9","0.908864","4.469983","4.1"
3161056,"0.995521","5.331348","5.3","0.929472","-","-"
3161106,"0.99378","5.256403","5.2","0.933853","4.115789","3.8"
3161205,"1","6.240251","6.2","0.973619","-","-"
3161304,"0.99155","5.155508","5.1","0.83833","-","-"
3161403,"1","6.403548","6.4","1","4.696949","4.7"
3161502,"0.991736","6.370997","6.3","0.92933","5.038279","4.7"
3161601,"0.995314","6.732484","6.7","0.933753","-","-"
3161650,"-","-","-","-","-","-"
3161700,"1","5.787366","5.8","0.941124","4.342301","4.1"
3161809,"0.994272","6.07808","6","0.978527","3.989989","3.9"
3161908,"0.996553","6.518559","6.5","0.955021","-","-"
3162005,"0.991288","5.534314","5.5","0.86127","4.6777","4"
3162104,"0.990765","5.83443","5.8","0.87903","4.580271","4"
3162203,"0.99778","6.530361","6.5","0.967708","4.86838","4.7"
3162252,"0.99301","5.438967","5.4","0.989613","-","-"
3162302,"1","6.032507","6","1","4.318313","4.3"
3162401,"0.997193","5.819337","5.8","0.915861","4.440661","4.1"
3162450,"0.99012","-","-","0.921548","-","-"
3162500,"0.972367","6.261712","6.1","0.722176","5.192967","3.8"
3162559,"0.996986","5.651304","5.6","0.831381","-","-"
3162575,"1","7.116331","7.1","0.988601","4.262263","4.2"
3162609,"1","5.665747","5.7","0.922849","3.906149","3.6"
3162658,"1","4.223602","4.2","1","-","-"
3162708,"0.993556","6.453762","6.4","0.883835","4.863674","4.3"
3162807,"0.994965","5.665094","5.6","0.912343","-","-"
3162906,"0.973512","5.877299","5.7","0.809029","4.984001","4"
3162922,"0.935709","5.677629","5.3","0.855567","4.62915","4"
3162948,"1","6.847026","6.8","1","4.967295","5"
3162955,"0.987549","5.860386","5.8","0.940536","4.558769","4.3"
3163003,"0.955647","-","-","0.987355","-","-"
3163102,"-","-","-","-","-","-"
3163201,"0.986853","6.511838","6.4","0.908611","4.667664","4.2"
3163300,"0.975514","5.875555","5.7","0.893087","-","-"
3163409,"0.996553","5.026963","5","0.944591","4.401195","4.2"
3163508,"1","5.744637","5.7","0.987917","4.172903","4.1"
3163607,"1","5.512056","5.5","0.9407","-","-"
3163706,"0.934624","6.366478","6","0.904906","4.746253","4.3"
3163805,"0.961775","6.196735","6","0.969255","4.797944","4.7"
3163904,"1","6.761705","6.8","0.937359","4.035008","3.8"
3164001,"0.995935","6.09423","6.1","0.982762","3.855236","3.8"
3164100,"0.993536","5.23743","5.2","0.972628","4.379856","4.3"
3164209,"-","-","-","-","-","-"
3164308,"1","6.297004","6.3","0.984208","4.592139","4.5"
3164407,"0.99778","6.644091","6.6","0.995968","-","-"
3164431,"1","6.358181","6.4","0.956042","4.508988","4.3"
3164472,"1","5.663622","5.7","0.951157","4.944119","4.7"
3164506,"1","5.988775","6","0.984869","3.850957","3.8"
3164605,"0.985841","-","-","0.939098","4.860773","4.6"
3164704,"0.995794","6.265156","6.2","0.935035","5.052458","4.7"
3164803,"1","5.925761","5.9","0.956135","-","-"
3164902,"1","6.096974","6.1","1","5.43113","5.4"
3165008,"0.998592","6.377704","6.4","0.91458","5.078034","4.6"
3165107,"0.971442","5.56691","5.4","0.788166","-","-"
3165206,"1","6.448159","6.4","0.986329","4.712914","4.6"
3165305,"0.99778","6.37391","6.4","0.928629","4.87385","4.5"
3165404,"1","6.134367","6.1","0.986886","-","-"
3165503,"0.989636","5.26911","5.2","0.900174","4.314824","3.9"
3165537,"1","6.496533","6.5","0.923708","4.314197","4"
3165552,"0.995969","4.860535","4.8","0.916044","4.154136","3.8"
3165560,"1","5.36213","5.4","0.94935","4.365505","4.1"
3165578,"0.991321","5.700991","5.7","0.802454","-","-"
3165602,"0.990664","-","-","1","3.834438","3.8"
3165701,"0.99839","6.512574","6.5","1","5.021277","5"
3165800,"1","5.773954","5.8","1","4.616893","4.6"
3165909,"0.99469","6.33819","6.3","0.955288","-","-"
3166006,"1","-","-","0.990835","4.616232","4.6"
3166105,"1","5.458167","5.5","0.935024","-","-"
3166204,"1","5.815361","5.8","0.960401","4.698419","4.5"
3166303,"1","5.706618","5.7","0.937673","4.869492","4.6"
3166402,"0.979437","7.242575","7.1","1","5.359075","5.4"
3166501,"-","-","-","-","-","-"
3166600,"-","-","-",NA,NA,NA
3166709,"1","5.237557","5.2","0.888758","-","-"
3166808,"0.998794","6.155484","6.1","0.97415","4.735725","4.6"
3166907,"0.993115","6.139559","6.1","0.92879","4.243084","3.9"
3166956,"1","5.982981","6","0.969185","4.25075","4.1"
3167004,"1","6.259138","6.3","0.980609","4.221869","4.1"
3167103,"0.997596","5.435262","5.4","0.987612","3.870816","3.8"
3167202,"0.992192","5.869836","5.8","0.856625","4.668522","4"
3167301,"1","5.92362","5.9","0.942319","5.453985","5.1"
3167400,"0.996964","5.552888","5.5","0.926434","-","-"
3167509,"0.867186","5.037833","4.4","0.613867","-","-"
3167608,"0.993986","5.41504","5.4","0.671315","4.584431","3.1"
3167707,"-","-","-","-","-","-"
3167806,"0.855305","6.817017","5.8","0.942191","4.695511","4.4"
3167905,"0.995935","5.51518","5.5","0.979456","-","-"
3168002,"0.998996","6.162936","6.2","0.958604","4.643457","4.5"
3168051,"1","6.195898","6.2","0.993243","4.492754","4.5"
3168101,"0.976411","6.59977","6.4","0.96198","-","-"
3168200,"1","4.159915","4.2","1","4.63043","4.6"
3168309,"0.995314","5.939466","5.9","0.977666","-","-"
3168408,"0.996553","5.620649","5.6","0.947366","4.187593","4"
3168507,"-","-","-","-","-","-"
3168606,"0.973584","5.617852","5.5","0.553605","4.433246","2.5"
3168705,"0.995795","6.358972","6.3","0.891605","5.081888","4.5"
3168804,"-","-","-","-","-","-"
3168903,"1","6.566605","6.6","0.88324","-","-"
3169000,"0.994375","6.049464","6","0.868256","-","-"
3169059,"0.966375","7.085931","6.8","0.943775","4.911643","4.6"
3169109,"0.854808","6.451062","5.5","0.91151","4.578725","4.2"
3169208,"0.99778","5.77602","5.8","0.860268","3.912642","3.4"
3169307,"0.991739","5.715172","5.7","0.890478","-","-"
3169356,"0.999399","5.946407","5.9","0.961581","4.563894","4.4"
3169406,"0.999599","6.122223","6.1","0.934508","4.23572","4"
3169505,"0.98545","5.322344","5.2","0.824267","4.126775","3.4"
3169604,"1","5.635838","5.6","0.947418","4.840054","4.6"
3169703,"0.999197","6.052498","6","0.962625","4.947204","4.8"
3169802,"0.961301","5.979203","5.7","0.858487","-","-"
3169901,"0.996195","6.405151","6.4","0.812153","4.880018","4"
3170008,"-","-","-","-","-","-"
3170057,"1","5.642912","5.6","0.857071","4.169171","3.6"
3170107,"0.980178","5.784507","5.7","0.856588","4.821978","4.1"
3170206,"0.990996","6.117978","6.1","0.793389","4.973792","3.9"
3170305,"1","4.598797","4.6","0.981686","2.82748","2.8"
3170404,"0.994598","5.666515","5.6","0.909333","4.338469","3.9"
3170438,"1","4.85209","4.9","0.918667","-","-"
3170479,"1","5.230952","5.2","1","4.143623","4.1"
3170503,"1","-","-","0.945618","-","-"
3170529,"0.996784","5.178363","5.2","0.929863","-","-"
3170578,"0.997577","5.390086","5.4","0.943889","4.61154","4.4"
3170602,"1","7.746933","7.7","1","4.386471","4.4"
3170651,"1","6.177349","6.2","0.995289","4.680899","4.7"
3170701,"0.996192","6.031965","6","0.821783","4.746124","3.9"
3170750,"1","6.058842","6.1","0.925471","-","-"
3170800,"1","5.543608","5.5","0.747285","4.364849","3.3"
3170909,"-","-","-","-","-","-"
3171006,"0.996984","6.177781","6.2","0.893901","4.371697","3.9"
3171030,"1","4.489165","4.5","0.994317","-","-"
3171071,"1","5.872527","5.9","0.934969","4.763268","4.5"
3171105,"0.937825","-","-","0.834369","-","-"
3171154,"1","-","-","0.949971","4.934231","4.7"
3171204,"0.9998","5.620339","5.6","0.935222","4.42459","4.1"
3171303,"0.970743","5.836331","5.7","0.900123","4.885379","4.4"
3171402,"0.987139","5.445027","5.4","0.987246","4.659116","4.6"
3171501,"0.969014","5.759226","5.6","0.842107","4.052178","3.4"
3171600,"1","5.604925","5.6","0.977247","4.166602","4.1"
3171709,"1","6.007693","6","0.911921","4.371174","4"
3171808,"0.96227","5.45857","5.3","0.947079","5.328477","5"
3171907,"1","5.318578","5.3","1","-","-"
3172004,"0.99678","6.207264","6.2","0.92011","5.01449","4.6"
3172103,"0.996141","5.127771","5.1","1","4.360543","4.4"
3172202,"-","-","-","0.943442","5.0504","4.8"
3200102,"0.963601","6.862404","6.6","0.914471","5.343795","4.9"
3200136,"0.99839","6.571765","6.6","0.937995","4.371816","4.1"
3200169,"0.981578","6.2206","6.1","0.932062","4.534766","4.2"
3200201,"0.996391","6.217146","6.2","0.934289","-","-"
3200300,"0.972297","6.465487","6.3","0.953269","-","-"
3200359,"0.914407","6.105008","5.6","0.980087","-","-"
3200409,"0.928572","6.492909","6","0.88148","5.311481","4.7"
3200508,"0.990736","5.607099","5.6","0.985563","4.14503","4.1"
3200607,"0.996397","6.328041","6.3","0.934699","5.060718","4.7"
3200706,"1","5.185668","5.2","0.816932","-","-"
3200805,"0.979953","5.94778","5.8","0.969029","5.147619","5"
3200904,"0.984114","6.330838","6.2","0.927635","4.987134","4.6"
3201001,"0.995966","6.101589","6.1","0.964069","4.81456","4.6"
3201100,"0.957003","5.820638","5.6","-","-","-"
3201159,"0.963647","6.243721","6","0.937312","5.01035","4.7"
3201209,"0.993187","5.831719","5.8","0.945549","5.077538","4.8"
3201308,"0.989798","5.668936","5.6","0.957912","4.445266","4.3"
3201407,"0.99679","6.001487","6","0.993638","4.722317","4.7"
3201506,"0.971589","6.127591","6","0.954724","-","-"
3201605,"0.98288","5.810289","5.7","0.92126","4.602589","4.2"
3201704,"0.9592","6.280145","6","0.927265","5.362466","5"
3201803,"0.979199","5.800115","5.7","0.96749","4.212497","4.1"
3201902,"0.978827","6.960221","6.8","0.974729","5.622647","5.5"
3202009,"0.996141","5.891849","5.9","0.936986","4.321679","4"
3202108,"0.995191","6.116876","6.1","0.906857","4.601816","4.2"
3202207,"0.996964","6.058865","6","0.936648","4.916467","4.6"
3202256,"0.994126","6.855858","6.8","0.923919","5.35823","5"
3202306,"0.958009","6.073697","5.8","0.994986","5.539398","5.5"
3202405,"0.970363","5.976457","5.8","0.843897","5.534257","4.7"
3202454,"0.947735","6.138417","5.8","0.887532","5.865709","5.2"
3202504,"0.985449","6.315527","6.2","0.972882","4.891746","4.8"
3202553,"0.910978","6.01824","5.5","0.976505","5.164522","5"
3202603,"0.952318","6.706223","6.4","0.967319","-","-"
3202652,"0.929492","5.795992","5.4","0.956932","-","-"
3202702,"0.998794","6.669588","6.7","0.9591","5.023985","4.8"
3202801,"0.906721","5.863153","5.3","0.877581","4.824959","4.2"
3202900,"0.987864","6.575797","6.5","0.983871","4.908794","4.8"
3203007,"0.977224","5.899915","5.8","0.966668","5.455983","5.3"
3203056,"0.979538","5.749698","5.6","0.989584","-","-"
3203106,"0.973527","6.148431","6","0.820994","-","-"
3203130,"1","6.515294","6.5","0.968655","5.334132","5.2"
3203163,"0.950941","6.922108","6.6","0.988547","5.787645","5.7"
3203205,"0.943401","5.917025","5.6","0.868072","5.049267","4.4"
3203304,"1","6.652228","6.7","0.900935","4.908975","4.4"
3203320,"0.917477","6.127505","5.6","0.94317","5.249492","5"
3203346,"0.922706","6.527536","6","0.973459","5.465578","5.3"
3203353,"0.998592","6.350188","6.3","0.988215","-","-"
3203403,"0.949264","6.010807","5.7","0.856004","4.639248","4"
3203502,"0.988105","5.929415","5.9","0.931337","-","-"
3203601,"0.988152","6.081613","6","0.953266","-","-"
3203700,"1","6.378972","6.4","0.970789","5.308842","5.2"
3203809,"0.974557","5.878928","5.7","0.900903","4.596789","4.1"
3203908,"0.975126","5.869019","5.7","0.904249","5.194567","4.7"
3204005,"1","5.760287","5.8","0.979227","4.999342","4.9"
3204054,"0.986088","5.749981","5.7","0.981588","4.746023","4.7"
3204104,"0.992563","5.925129","5.9","0.988971","4.659837","4.6"
3204203,"0.912129","6.230198","5.7","0.843695","-","-"
3204252,"0.997984","5.796334","5.8","0.965376","-","-"
3204302,"0.923581","5.907317","5.5","0.873453","4.628235","4"
3204351,"0.925799","6.279262","5.8","0.833482","4.92538","4.1"
3204401,"0.914013","6.128821","5.6","0.829232","4.727228","3.9"
3204500,"0.971499","6.52238","6.3","0.902537","4.935567","4.5"
3204559,"0.959152","6.667572","6.4","0.872442","5.595604","4.9"
3204609,"0.971783","6.537695","6.4","0.880119","-","-"
3204658,"0.988659","5.835532","5.8","0.89969","-","-"
3204708,"0.973337","6.369741","6.2","0.927958","4.817786","4.5"
3204807,"1","5.61715","5.6","0.90112","-","-"
3204906,"0.944349","5.808867","5.5","0.966999","4.877045","4.7"
3204955,"0.99469","6.861483","6.8","0.980997","4.839105","4.7"
3205002,"0.989175","5.72943","5.7","0.900335","4.643111","4.2"
3205010,"0.992751","5.514144","5.5","0.98032","4.723162","4.6"
3205036,"0.96081","6.276246","6","0.833584","5.6247","4.7"
3205069,"0.973548","6.837988","6.7","0.903067","6.106321","5.5"
3205101,"0.997599","5.974709","6","0.952665","4.342503","4.1"
3205150,"1","6.005012","6","0.87911","5.029075","4.4"
3205176,"0.952646","6.421126","6.1","0.877006","-","-"
3205200,"0.985975","5.884133","5.8","0.907151","5.00737","4.5"
3205309,"0.978736","5.756829","5.6","0.84294","4.779308","4"
3300100,"0.992788","5.525963","5.5","0.890838","4.360715","3.9"
3300159,"0.997577","5.891405","5.9","0.990955","4.382512","4.3"
3300209,"0.957926","5.601527","5.4","0.897449","4.057954","3.6"
3300225,"1","5.797317","5.8","0.979418","4.032546","3.9"
3300233,"0.913647","6.045338","5.5","0.874287","-","-"
3300258,"0.949046","5.572721","5.3","0.978871","4.442106","4.3"
3300308,"0.980109","5.652931","5.5","0.969288","4.68773","4.5"
3300407,"0.992792","5.652524","5.6","0.966308","4.733634","4.6"
3300456,"0.936859","5.153688","4.8","0.918733","3.823253","3.5"
3300506,"0.854816","6.119607","5.2","0.949671","5.044867","4.8"
3300605,"0.95935","5.618402","5.4","0.927984","4.933577","4.6"
3300704,"0.950717","5.630032","5.4","0.87394","-","-"
3300803,"0.935073","5.561945","5.2","0.952701","4.858753","4.6"
3300902,"1","6.352804","6.4","0.933475","4.469633","4.2"
3300936,"0.97737","5.418696","5.3","0.932137","4.394173","4.1"
3300951,"0.994379","6.333466","6.3","0.995629","4.73052","4.7"
3301009,"0.912172","5.135027","4.7","0.92443","4.58339","4.2"
3301108,"0.954222","5.575076","5.3","1","4.85349","4.9"
3301157,"0.934743","5.803288","5.4","0.886269","4.547785","4"
3301207,"0.994992","5.767892","5.7","0.979934","5.047095","4.9"
3301306,"0.998599","6.111112","6.1","0.918932","4.624556","4.2"
3301405,"0.998597","5.623044","5.6","0.941046","3.873013","3.6"
3301504,"1","5.627215","5.6","0.993633","4.53274","4.5"
3301603,"0.977655","5.634448","5.5","0.943164","4.626674","4.4"
3301702,"0.844139","5.095645","4.3","0.917422","4.139487","3.8"
